0.24787,0.1981,1.9483e+07,2.1709,0.014472,0.20432,0.47592,0.42223,1.7082,0.10123,0.83194,0.55491,0.3564,0.54661,5.5361,0.029181,3011.7,2086.9,15449,4714.2,159.4,6278.3,25048
0.070763,0.00014172,3.0969e+07,2.0201,0.01189,0.49188,0.16026,0.67902,2.1411,0.13313,0.10627,0.68256,0.72491,0.91349,6.528,0.88046,4699.2,4704.4,5588.1,1862.7,2269.6,6522.4,25138
0.37913,0.30778,3.871e+07,3.1875,0.01717,0.20689,0.25771,0.55498,1.9311,0.30684,0.10816,0.69162,0.32186,0.76134,6.6048,0.68126,624.92,3078.4,7840.3,246.61,1393.4,3933.9,25150
0.80074,0.72846,6.0179e+07,4.2767,0.019629,0.14142,0.3332,0.59089,1.9922,0.36199,0.15875,0.51489,0.58019,0.59061,5.1595,6.1558e-06,2176.3,4966.7,16169,1056.7,1918.3,5803.6,25160
0.1055,0.033786,9.5527e+07,2.5265,0.013623,0.1,0.48985,0.54086,1.9067,0.11331,0.12646,0.39168,0.54944,0.96062,4.1756,0.14759,2872.8,4999.9,17864,1640.3,2893.5,17375,25231
0.13773,0.068988,5.5022e+07,1.5354,0.013098,0.28614,0.38746,0.3,1.504,0.2185,0.41896,0.59756,0.95839,0.95841,5.8511,0.0036393,2634,1090.3,9726.7,4796.6,1864.3,6862.6,25283
0.57436,0.50976,6.7591e+07,3.702,0.013705,0.13743,0.25711,0.3,1.503,0.33145,0.10545,0.5685,0.16814,0.17168,5.5823,0.51072,3628.9,4828.9,11959,4.7408,820.1,17087,25320
0.078553,0.0005124,6.5268e+07,1.1088,0.01878,0.20815,0.8785,0.3,1.5039,0.60934,0.10088,0.3806,0.44369,0.97396,4.0516,0.070384,2978.8,4291.1,4083.6,1041.7,197,11431,25446
0.41495,0.34726,4.5108e+07,2.8374,0.016484,0.28015,0.26466,0.69991,2.0519,0.34786,0.16209,0.4263,0.53339,0.60535,4.4925,0.0073045,518.31,4999.9,20000,172.93,4916,6728.4,25482
0.56485,0.50083,4.4058e+06,3.1759,0.062666,0.1763,0.23783,0.3,1.4832,0.64847,0.1,0.48777,0.93342,0.93557,5.1785,0.071317,5000,5000,9064.6,133.71,750.86,2401.5,25640
0.004617,0.00010114,3.0134e+06,2.4276,0.0093411,0.541,0.10002,0.41355,1.6868,0.1171,0.65522,0.6601,0.014972,0.15606,6.37,2.3534e-07,3910,4205.9,7856.7,2164.5,3144.1,10649,25645
0.22718,0.15864,8.0786e+07,1.7712,0.01421,0.14994,0.73981,0.3,1.4977,0.29977,0.36543,0.69999,0.37576,0.99998,6.6656,0.13987,884.49,2663.9,5633.1,983.53,3158.3,10643,25649
0.84217,0.77466,8.7068e+07,3.3795,0.019972,0.10857,0.82808,0.68163,2.1452,0.87406,0.11636,0.55109,0.17445,0.851,5.4807,0.01555,3770.8,4701.5,4846,3206.4,2234.4,11952,25674
0.17295,0.15053,2.3414e+07,2.6958,0.010682,0.1,0.66631,0.39495,1.6583,0.10415,0.40554,0.30002,6.3768e-07,0.012373,3.4343,0.28919,2435.9,4379.3,8648.3,2659.2,2356.7,10339,25740
0.78663,0.70974,3.2462e+07,2.3893,0.016616,0.4332,0.25547,0.3,1.5,0.88655,0.10251,0.59917,0.95843,0.9587,5.8284,0.87424,1492.1,5000,2142.7,1370.5,330.52,1213.5,25748
0.27645,0.21192,7.178e+07,1.9241,0.015121,0.11527,0.89999,0.30001,1.5032,0.1,0.74376,0.3588,0.64071,0.64072,3.9211,3.1551e-05,4924.6,1223.9,3132,4282.4,1820.7,10108,25858
0.20501,0.13772,3.2334e+07,2.0597,0.013429,0.36149,0.20155,0.3,1.5024,0.19067,0.26264,0.69991,0.94984,0.94984,6.6882,0.51953,1431.6,1393.3,5081.2,107.08,4518.5,3031.8,25954
0.065266,3.3834e-08,3.5844e+07,0.89294,0.012341,0.49875,0.89937,0.4362,1.6472,0.46344,0.10079,0.51414,0.29078,0.2924,5.1678,0.99585,3063.4,223.18,7743.7,2680.2,0.0020969,13633,25989
0.074173,3.4685e-05,7.2407e+07,0.52721,0.01238,0.82791,0.89996,0.3534,1.5938,0.53256,0.47422,0.39841,0.99771,0.99848,4.2531,0.0896,3336.1,3795.8,17556,767.7,771.22,13671,25999
0.074671,4.6349e-07,1.0235e+08,1.4545,0.012385,0.21917,0.72209,0.69997,2.1571,0.33772,0.15594,0.56341,0.5536,0.58209,5.5812,0.0017735,4261.5,3907.9,16010,1401.2,179.99,16070,26073
0.0084809,6.4088e-05,3.0557e+06,2.7281,0.0093979,0.50062,0.12361,0.69987,2.1599,0.63561,0.40651,0.69999,7.2565e-05,0.023956,6.7209,0.025695,2965.4,4595.7,8184.7,777.66,4999.3,17517,26117
0.68813,0.64485,2.8739e+06,2.4738,0.03207,0.25523,0.63819,0.45447,1.757,0.37544,0.17586,0.31892,0.0071397,0.5247,3.6234,0.43991,2914.6,5000,2437.2,2806.9,1578.4,2285.3,26160
0.12113,0.056461,5.2825e+07,2.514,0.014048,0.13211,0.49234,0.7,2.174,0.13011,0.10486,0.69998,0.89565,0.99464,6.664,0.98899,1810.8,213.6,18319,5000,1561.7,4329.3,26168
0.12113,0.056461,5.2825e+07,2.514,0.014048,0.13211,0.49234,0.7,2.174,0.13011,0.10486,0.69998,0.89565,0.99464,6.664,0.98899,1810.8,213.6,18319,5000,1561.7,4329.3,26168
0.11566,0.046193,5.9856e+07,1.9926,0.015944,0.12149,0.89999,0.63256,2.0322,0.24703,0.1,0.7,0.1829,0.18301,7.0022,0.90387,1754.3,321.69,9779,3854.8,96.925,14302,26186
0.019859,0.00016369,2.9935e+07,2.1435,0.009593,0.1,0.79524,0.38854,1.6475,0.89989,0.10433,0.30013,0.0013131,0.0074203,3.4506,0.023999,4148.4,1277.7,7710.2,2289.3,1307.6,11664,26299
0.80114,0.7286,5.7238e+07,2.981,0.016971,0.15083,0.48601,0.30007,1.5206,0.53163,0.1,0.32802,0.246,0.24601,3.7104,0.31842,2478.2,605.46,15649,160.95,1125.4,14268,26332
0.075657,0.002072,7.8918e+07,1.2638,0.011888,0.3649,0.54179,0.7,2.1745,0.33765,0.11204,0.62364,0.0089154,0.45737,6.0438,0.81635,3718,3646.8,19340,3268,4762.3,13474,26390
0.076203,0.00017525,9.0405e+07,0.8552,0.013721,0.33538,0.89999,0.30001,1.504,0.16253,0.25407,0.34811,0.99998,0.99999,3.8454,0.92779,432.52,4537.1,9403.3,2508.9,0.011147,13004,26547
0.071002,3.5807e-10,7.3968e+07,2.7125,0.013357,0.11035,0.32628,0.3,1.5039,0.10019,0.1013,0.68894,0.043344,1,6.648,0.51957,612.16,577.12,4707.7,1598.1,126.76,19079,26676
0.015451,0.00029602,2.3559e+07,1.576,0.0094641,0.14709,0.9,0.3,1.4989,0.24251,0.72562,0.699,3.2283e-09,0.00071526,6.6804,0.99996,1466.8,4456.1,10907,3154.8,4959,9530.3,26682
0.10178,0.038689,3.5666e+07,1.1616,0.011241,0.8323,0.32946,0.68797,2.1252,0.17381,0.55046,0.62511,0.94245,0.94257,6.091,0.20469,3139.8,1574.3,5195.6,4125.2,0.18624,14412,26685
0.28504,0.21998,4.7931e+07,3.3284,0.012061,0.26941,0.1,0.30001,1.5042,0.15285,0.10056,0.36209,1.2991e-10,0.99625,3.95,0.41136,2219.1,4920.9,12558,3310.8,1639.3,13862,26721
0.28504,0.21998,4.7931e+07,3.3284,0.012061,0.26941,0.1,0.30001,1.5042,0.15285,0.10056,0.36209,1.2991e-10,0.99625,3.95,0.41136,2219.1,4920.9,12558,3310.8,1639.3,13862,26721
0.21202,0.14687,2.7815e+07,1.3894,0.017744,0.33079,0.42955,0.3,1.4665,0.39949,0.10305,0.3,0.0041584,0.57067,3.2825,0.77797,4752.9,3440.4,9815.6,2056.6,250.57,14735,26930
0.63,0.55215,1.4211e+08,2.5155,0.016185,0.1,0.89211,0.31956,1.5337,0.63047,0.10312,0.30001,0.23554,0.3921,3.4542,0.13543,301.96,4098,11830,2106.8,2390.1,15545,26954
0.074651,0.019914,1.1753e+07,2.1631,0.012644,0.45409,0.10275,0.3135,1.5203,0.11262,0.26013,0.49006,0.47677,0.80503,4.9948,1.6574e-06,2196.9,7.88e-10,15510,3059.7,3543.3,6189.3,26995
0.071319,4.4529e-06,6.3258e+07,1.4787,0.010194,0.89992,0.13526,0.69998,2.1761,0.11341,0.32249,0.69994,0.8932,0.99947,6.6679,0.46604,3169.9,236.73,18427,2162.6,1501.2,13501,27053
0.83717,0.76129,8.144e+07,2.6002,0.016775,0.13149,0.87156,0.30001,1.4685,0.69648,0.13046,0.30045,0.40561,0.40562,3.4429,0.041528,756.63,1125.4,1351.5,4316.3,2185.2,8355.5,27059
0.022979,2.4358e-07,2.81e+07,1.6188,0.0096821,0.14061,0.9,0.30603,1.5097,0.83037,0.19856,0.65941,0.0012486,0.14057,6.3305,0.0040458,81.649,3927.5,17583,1593,1407.3,15006,27119
0.019455,4.6037e-06,1.3812e+07,3.8332,0.0096014,0.1174,0.2688,0.68994,2.1477,0.19881,0.2177,0.64384,3.6836e-05,0.3586,6.2122,0.0025584,1316.7,1539.6,12277,1326.2,1068.1,8004.7,27200
0.4215,0.33846,1.5591e+08,1.842,0.016823,0.12541,0.89997,0.30002,1.5044,0.39376,0.23033,0.55075,0.9997,0.99983,5.4752,0.61831,4999.2,4999.6,19024,55.552,2752.9,2681.7,27274
0.007252,2.4394e-08,1.1959e+07,2.6586,0.0093888,0.12478,0.57321,0.62025,2.0275,0.89963,0.45051,0.56236,7.9676e-08,0.01797,5.5846,0.005799,4945,4745,9781.7,3964.7,3732.2,13910,27293
0.1241,0.054561,1.0596e+08,1.8331,0.012249,0.15266,0.72397,0.56005,1.94,0.42258,0.12686,0.65378,0.15578,0.99366,6.3005,0.11932,1805.7,3.0133,20000,1893.7,1166.7,16945,27294
0.38788,0.31473,1.3956e+08,2.3639,0.014252,0.10056,0.71211,0.3,1.5021,0.59567,0.14239,0.47631,0.32371,0.63919,4.8781,1.4984e-05,3807.2,1918.4,17201,2562.2,3459.6,10264,27371
0.083188,0.00057034,8.7927e+07,1.4449,0.010462,0.8999,0.14441,0.69996,2.1689,0.39809,0.10935,0.43061,0.99997,0.99999,4.4999,0.036013,1572.9,4999.7,18858,3656.7,1078.9,6000.2,27385
0.37401,0.30072,6.1e+07,2.3029,0.01485,0.22941,0.31163,0.30001,1.5038,0.34754,0.12391,0.36953,0.27354,0.99998,3.9909,0.3793,1816.1,3503.5,6927.4,3330.4,1.7482,8635.9,27443
0.076918,2.8674e-10,1.2964e+08,2.4026,0.012853,0.10002,0.6722,0.69993,2.1742,0.13678,0.10002,0.69727,0.00020447,0.99399,6.6488,0.56783,3389.6,3935.5,3102.2,514.17,1591.6,14341,27449
0.076918,2.8674e-10,1.2964e+08,2.4026,0.012853,0.10002,0.6722,0.69993,2.1742,0.13678,0.10002,0.69727,0.00020447,0.99399,6.6488,0.56783,3389.6,3935.5,3102.2,514.17,1591.6,14341,27449
0.076918,2.8674e-10,1.2964e+08,2.4026,0.012853,0.10002,0.6722,0.69993,2.1742,0.13678,0.10002,0.69727,0.00020447,0.99399,6.6488,0.56783,3389.6,3935.5,3102.2,514.17,1591.6,14341,27449
0.014453,1.0729e-09,1.3543e+07,4.1248,0.0094728,0.1,0.2681,0.62767,2.0439,0.61601,0.1,0.57343,0.00033408,0.27181,5.668,0.00073635,2996.8,2496.7,6092.3,2172.7,733.75,4414.5,27486
0.1302,0.07323,4.6676e+07,1.1271,0.013425,0.23475,0.9,0.3,1.5067,0.87835,0.27267,0.7,0.061285,0.14188,6.6971,0.0062814,3100,4338.9,19624,449.61,5000,19999,27490
0.15779,0.08342,1.1323e+08,3.1858,0.012647,0.12574,0.27849,0.62524,2.0505,0.10449,0.27186,0.6999,0.96188,0.96223,6.6867,6.4395e-06,4999,4999.4,19999,4960.7,4174.6,2676.1,27517
0.14636,0.072961,9.0025e+07,1.2208,0.013778,0.23474,0.9,0.38055,1.6392,0.60421,0.15788,0.48308,0.32711,0.55084,4.9453,0.21426,4699,153.14,8525.5,12.548,3904.4,10784,27533
0.33642,0.26866,1.3801e+07,2.2505,0.045746,0.11763,0.60444,0.3,1.4719,0.78183,0.10007,0.47151,0.40737,0.41719,4.8741,0.060157,1.3584,3899.2,7740.5,2106.6,2558.9,3234.8,27562
0.073968,1.6416e-10,7.4621e+07,2.0574,0.01112,0.32183,0.22372,0.7,2.1676,0.11332,0.21961,0.53534,0.99999,1,5.3416,0.03062,2430.5,1696.9,17708,2068.7,4069.2,11132,27675
0.56327,0.4789,1.3233e+08,2.331,0.018083,0.13415,0.8256,0.46316,1.7788,0.77175,0.22721,0.69996,0.88815,0.93963,6.6549,0.030106,3829.1,2768.2,19168,22.529,1539.4,2884.4,27690
0.077756,0.00073806,9.7245e+07,1.8257,0.013034,0.18371,0.57279,0.69995,2.0856,0.16483,0.10145,0.33351,0.5125,0.54459,3.7089,0.23158,2469.9,4979.2,7286.4,2.9138,1467.5,18229,27700
0.021828,4.6345e-05,8.2356e+06,4.1398,0.0097259,0.16902,0.22576,0.69997,2.1323,0.1,0.30271,0.69405,1.1737e-07,0.2292,6.6099,0.017624,303.5,3140.1,644.72,1965.3,1085,4087.8,27802
0.32151,0.2423,9.1805e+07,1.115,0.015251,0.32929,0.89999,0.30001,1.5041,0.61789,0.34892,0.67127,0.99946,0.99992,6.4398,0.70711,2817.6,1117.8,7726.3,1859.2,196.95,2944.7,27833
0.98333,0.91439,8.6017e+07,4.2721,0.014189,0.11518,0.37038,0.30001,1.5042,0.36241,0.10566,0.6784,0.18914,0.23363,6.5069,0.95453,3942.6,803.19,3734.7,2300.9,679.37,9002.3,27857
0.98333,0.91439,8.6017e+07,4.2721,0.014189,0.11518,0.37038,0.30001,1.5042,0.36241,0.10566,0.6784,0.18914,0.23363,6.5069,0.95453,3942.6,803.19,3734.7,2300.9,679.37,9002.3,27857
0.092349,0.019162,8.9645e+07,1.8497,0.012661,0.17984,0.57085,0.58154,1.9543,0.18169,0.15748,0.41829,0.738,0.87621,4.4046,0.041403,190.25,2593.1,9103.7,5000,4852.8,10031,27864
0.027415,7.4256e-05,2.1271e+07,1.7721,0.0099693,0.17582,0.61824,0.30001,1.4999,0.9,0.13323,0.68981,0.0022104,0.95709,6.5654,0.00091536,4118.3,1390.7,8984.3,3458.4,3967.4,4417.6,27864
0.024219,0.0055692,1.7821e+07,3.4139,0.0096286,0.1,0.38708,0.57246,1.9525,0.22325,0.19008,0.62952,0.0010778,0.95564,6.0878,0.000907,2635,1399.2,8756,1186,4994.3,2580.7,27902
0.024201,2.3546e-08,2.9177e+07,2.4995,0.0096607,0.1,0.50498,0.36428,1.6013,0.34468,0.15915,0.40048,0.0016279,0.61307,4.247,0.0011174,3290.9,3533.4,11804,1267.1,4095.5,1176.1,28088
0.086755,0.015309,5.9835e+07,1.8216,0.010493,0.6499,0.14112,0.69998,2.1632,0.11149,0.23178,0.41468,0.99877,0.99911,4.3834,0.10727,2832.4,2646.8,11850,1975.5,0.1183,16420,28109
0.16282,0.098281,9.0207e+07,2.3205,0.011925,0.1,0.6469,0.3,1.5003,0.14956,0.35589,0.7,0.79686,0.81103,6.6301,1.2343e-06,4220.6,722.18,17285,862.23,0.019542,18814,28139
0.23914,0.21393,1.815e+07,2.1208,0.010798,0.16734,0.74788,0.30001,1.4999,0.14262,0.63952,0.4163,0.028379,0.044352,4.3496,0.032368,426.37,2751.7,1662,3023.7,4097.3,1889.1,28171
0.66748,0.5918,1.033e+08,1.6933,0.014391,0.32288,0.5833,0.32938,1.54,0.49308,0.36973,0.32191,0.64854,0.99917,3.6247,0.039236,3916.9,4816.6,15232,3568.7,4328.3,2717.6,28179
0.091289,0.10064,5.7025e+06,4.0802,0.0096783,0.1,0.73801,0.7,2.1666,0.1,0.89262,0.50124,1.3089e-09,0.15487,5.0784,0.0082959,3257,10.823,17692,953.96,60.851,10656,28201
0.087144,0.0119,8.7609e+07,2.3422,0.010228,0.52338,0.1,0.7,2.1744,0.12489,0.15618,0.51036,0.87347,0.87349,5.1315,0.080468,3349.9,3591.5,15938,1432.2,6.239,14526,28226
0.077812,0.0069182,5.2674e+07,2.1934,0.010426,0.57202,0.11089,0.7,2.176,0.1,0.14645,0.69667,0.49854,0.89223,6.6781,0.74185,1420.9,1659.9,10019,4619.1,706.71,10259,28236
0.12147,0.048731,1.5019e+08,1.8172,0.012252,0.1421,0.82485,0.6494,2.0865,0.11333,0.34057,0.51358,0.66271,0.95317,5.1909,0.19043,219.1,1235.5,16597,4440.4,478.76,19428,28248
0.022213,1.7397e-05,1.5334e+07,4.0911,0.0096659,0.10193,0.30455,0.69962,2.0944,0.13366,0.2521,0.60229,6.7492e-05,0.95539,5.8829,0.0016522,1817.9,2815.8,6491.4,770.94,247.81,3255.9,28252
0.022213,1.7397e-05,1.5334e+07,4.0911,0.0096659,0.10193,0.30455,0.69962,2.0944,0.13366,0.2521,0.60229,6.7492e-05,0.95539,5.8829,0.0016522,1817.9,2815.8,6491.4,770.94,247.81,3255.9,28252
0.54744,0.46999,1.229e+08,3.4,0.014457,0.10708,0.40491,0.3,1.5029,0.44153,0.1,0.38819,0.39337,0.99995,4.1461,0.045899,468.62,3561.9,7968.4,1640.3,488.8,10560,28253
0.48291,0.41162,7.4916e+07,1.3019,0.012955,0.60166,0.39008,0.3,1.4906,0.4324,0.57796,0.34354,0.74537,0.99984,3.8065,0.010961,3887.7,4657.7,17134,207.69,4997.4,7187.2,28255
0.61974,0.53617,7.9781e+07,3.3142,0.01842,0.29384,0.23699,0.69996,2.1673,0.73985,0.10904,0.57661,0.97207,0.97486,5.6724,0.010131,2621.2,298.21,20000,3777.4,1378.5,254.47,28405
0.078506,0.001328,1.1469e+08,1.0643,0.012206,0.31637,0.83063,0.60099,2.0099,0.1,0.87146,0.7,0.99933,0.99934,6.6398,0.42298,2557.4,4958.4,17219,210.05,3176.7,14235,28419
0.079104,0.00022582,1.7368e+08,1.5895,0.013959,0.1,0.9,0.3,1.5043,0.19824,0.14292,0.69997,0.32989,0.41519,6.6607,0.74369,3527.9,1963.4,14504,404,3376.5,14971,28425
0.079104,0.00022582,1.7368e+08,1.5895,0.013959,0.1,0.9,0.3,1.5043,0.19824,0.14292,0.69997,0.32989,0.41519,6.6607,0.74369,3527.9,1963.4,14504,404,3376.5,14971,28425
0.17191,0.10424,6.1483e+07,2.0829,0.011387,0.67691,0.11989,0.69999,2.177,0.14983,0.3066,0.52124,0.64131,0.64133,5.2466,0.13702,4642.3,2232.4,17493,4998.9,4999.5,5787.4,28427
0.024345,0.0012566,2.8728e+07,2.2507,0.0096933,0.10108,0.75931,0.34476,1.5744,0.1,0.56721,0.3,0.00035742,0.077331,3.4417,0.030119,647.73,3399.4,5053.2,1413.1,607.01,10769,28497
0.52483,0.46147,2.1648e+07,1.4856,0.019001,0.28772,0.88311,0.31945,1.432,0.44606,0.3704,0.63099,0.29514,0.29514,6.0652,1,3742.2,4348,13628,1875.9,3498.1,1090.8,28539
0.073494,7.8319e-09,2.9946e+07,0.74904,0.018992,0.51968,0.85772,0.36742,1.6157,0.16861,0.72336,0.69999,0.99945,0.99973,6.6558,0.99995,4212.2,1733.6,5872.3,5000,3118.3,953.07,28650
0.033855,0.0064786,2.8365e+07,1.2684,0.0097924,0.21741,0.89222,0.30041,1.5016,0.38298,0.50772,0.68073,0.0035161,0.42256,6.5142,0.0044578,4916.1,4111.6,839.21,2756.8,3516.1,19633,28655
0.28296,0.21045,8.1095e+07,3.1358,0.012672,0.16298,0.22237,0.3,1.5003,0.26768,0.10064,0.36157,0.54489,0.58601,3.9383,0.0003912,2599,3781.4,1107.9,2052.8,1894.2,10859,28674
0.28296,0.21045,8.1095e+07,3.1358,0.012672,0.16298,0.22237,0.3,1.5003,0.26768,0.10064,0.36157,0.54489,0.58601,3.9383,0.0003912,2599,3781.4,1107.9,2052.8,1894.2,10859,28674
0.079459,1.9804e-06,1.2165e+08,1.9338,0.0099782,0.70239,0.1,0.7,2.1735,0.14018,0.13953,0.38522,0.88762,0.88774,4.1292,0.10434,1977.3,4573.4,20000,1860.3,3261.8,11983,28732
0.023794,4.2841e-05,1.1851e+07,1.9459,0.0098753,0.25726,0.69438,0.69981,2.1632,0.10001,0.35377,0.30002,3.7792e-06,0.012716,3.4392,0.65508,3073.6,0.48077,369.65,3745,665.26,3180.7,28861
0.054172,8.633e-06,1.2224e+07,2.7464,0.019344,0.11298,0.61444,0.60345,1.9851,0.1,0.18534,0.69999,0.057903,0.60252,6.6534,0.24541,3104.1,2.5822e-09,8505.2,3917.6,1622,5207,28935
0.075326,2.4417e-06,1.4146e+08,3.1531,0.01149,0.1,0.34559,0.7,2.176,0.13569,0.1,0.65453,0.35852,0.35853,6.2909,0.016791,4242,1592.3,14237,4234.1,4819.5,19458,28969
0.022806,1.0498e-08,3.2722e+07,2.4501,0.0096056,0.1,0.42007,0.3,1.5007,0.64045,0.1,0.45306,0.0010335,0.073248,4.6695,0.0055592,2814.8,860.14,18071,585.79,1894.4,13146,29029
0.023395,1.7805e-08,4.5669e+07,1.7449,0.0095414,0.1,0.9,0.3,1.5008,0.71125,0.13396,0.30001,0.0013039,0.54124,3.4402,0.00073742,4999.9,4999.9,1899.8,339.94,4999.9,5531.8,29125
0.11574,0.037153,1.5774e+08,1.6226,0.010233,0.87061,0.12817,0.7,2.1495,0.19533,0.18306,0.30167,0.71858,1,3.4582,0.0055214,711.02,3630.4,20000,814.79,2345,17933,29153
0.65862,0.58174,7.2771e+07,5.578,0.018934,0.10277,0.281,0.7,2.1736,0.14867,0.11449,0.30724,0.84929,0.8493,3.5016,5.5437e-06,1889.6,4995,1215.1,758.63,3081.3,5297.4,29162
0.029695,5.9342e-08,5.8831e+07,1.7926,0.0096305,0.1,0.89998,0.45926,1.7682,0.89999,0.14836,0.64606,0.0016876,0.015017,6.2193,0.029238,3926,4999.8,14968,2045.9,5000,4618,29177
0.027086,1.6264e-05,5.9476e+07,1.6043,0.0095882,0.1,0.89999,0.30001,1.5003,0.66467,0.17522,0.46264,0.0018905,0.042103,4.7393,0.01256,4999.9,4999.9,17453,2245.1,4999.9,12017,29306
1,0.93011,1.674e+08,2.3452,0.017025,0.9,0.21257,0.7,2.1783,0.57479,0.56481,0.7,0.26608,0.26609,6.8975,6.0512e-07,4999.9,5000,19817,4772.8,2462,8723.4,29310
0.57007,0.49867,1.2027e+08,1.4514,0.014882,0.32623,0.9,0.49798,1.7481,0.89999,0.15163,0.47698,0.12457,0.12457,4.8588,0.9755,2478.7,4322.1,14808,2346.8,1.2772,16349,29337
0.70215,0.63481,1.4172e+08,3.2909,0.014872,0.10685,0.63438,0.47431,1.797,0.13007,0.6848,0.58194,0.53607,0.63385,5.7257,0.050079,2875,2853.5,8109,3324.2,1339.3,15296,29377
0.08934,0.0014875,7.1677e+07,1.2236,0.015411,0.39372,0.33792,0.30002,1.5045,0.89993,0.1,0.69997,0.99545,0.99556,6.6774,0.16992,2475.8,3330.9,10086,3650.8,3784.6,1649.5,29457
0.090617,0.0054593,3.5609e+07,1.5263,0.015423,0.58798,0.13734,0.39224,1.5791,0.71832,0.1,0.66583,0.99994,1,6.2821,0.031763,4677,1280.8,20000,1448.3,241.2,2372.8,29461
0.46748,0.37197,1.5161e+08,2.1725,0.024377,0.1,0.9,0.33305,1.5174,0.89283,0.1,0.50858,0.99998,0.99998,5.1459,0.30061,2542.4,3778,12803,1087.3,525.92,1716.6,29484
0.46748,0.37197,1.5161e+08,2.1725,0.024377,0.1,0.9,0.33305,1.5174,0.89283,0.1,0.50858,0.99998,0.99998,5.1459,0.30061,2542.4,3778,12803,1087.3,525.92,1716.6,29484
0.46748,0.37197,1.5161e+08,2.1725,0.024377,0.1,0.9,0.33305,1.5174,0.89283,0.1,0.50858,0.99998,0.99998,5.1459,0.30061,2542.4,3778,12803,1087.3,525.92,1716.6,29484
0.46748,0.37197,1.5161e+08,2.1725,0.024377,0.1,0.9,0.33305,1.5174,0.89283,0.1,0.50858,0.99998,0.99998,5.1459,0.30061,2542.4,3778,12803,1087.3,525.92,1716.6,29484
0.076045,0.0019931,9.0852e+07,2.532,0.010552,0.27218,0.1972,0.7,2.1665,0.11962,0.12643,0.47566,0.73475,0.89741,4.8416,0.0056737,3010,4981.4,4640,4717.6,222.83,16793,29553
0.30682,0.26858,1.943e+07,3.3289,0.013782,0.1,0.76364,0.69973,2.1525,0.32247,0.15186,0.7,0.0015078,0.067314,6.7684,0.23557,3683.1,1.026,14910,4093.4,805.66,11821,29556
0.30682,0.26858,1.943e+07,3.3289,0.013782,0.1,0.76364,0.69973,2.1525,0.32247,0.15186,0.7,0.0015078,0.067314,6.7684,0.23557,3683.1,1.026,14910,4093.4,805.66,11821,29556
0.75494,0.69468,3.3268e+07,3.1828,0.018785,0.28004,0.33481,0.6991,2.2145,0.43496,0.1,0.44796,0.10467,0.10468,4.6917,0.70837,3665.8,147.18,10451,5000,3792.5,12693,29567
0.75494,0.69468,3.3268e+07,3.1828,0.018785,0.28004,0.33481,0.6991,2.2145,0.43496,0.1,0.44796,0.10467,0.10468,4.6917,0.70837,3665.8,147.18,10451,5000,3792.5,12693,29567
0.14851,0.073976,1.0656e+08,0.9181,0.011342,0.89863,0.44924,0.68124,2.1448,0.66815,0.20135,0.69998,0.026369,0.26205,6.66,0.99998,2108.7,2031.3,20000,151.04,1529.4,14582,29590
0.11633,0.092802,1.2669e+07,5.1641,0.010466,0.1,0.15042,0.38104,1.6428,0.1,0.13229,0.59168,0.020121,0.028663,5.8183,0.027554,4395.2,232.52,12197,4053.3,0.89768,11154,29620
0.077059,0.020614,3.2682e+07,1.8274,0.016272,0.10726,0.9,0.3,1.4861,0.15516,0.44057,0.7,0.11226,0.99999,6.7138,0.020511,1845.6,4480.8,4279.4,4201.6,4022.2,8071.1,29653
0.10566,0.04496,1.7112e+07,2.1979,0.026914,0.12595,0.4202,0.3,1.489,0.26288,0.10872,0.4901,0.52178,0.59851,5.034,0.0045901,2923.4,384.9,4159.8,225.92,2280.8,14382,29690
0.34659,0.27739,1.0498e+08,2.6298,0.01293,0.70115,0.1,0.7,2.1464,0.14646,0.21546,0.36862,0.40314,0.48186,3.9969,0.35819,2367.3,1910.9,20000,1325.4,3095.6,18444,29716
0.34659,0.27739,1.0498e+08,2.6298,0.01293,0.70115,0.1,0.7,2.1464,0.14646,0.21546,0.36862,0.40314,0.48186,3.9969,0.35819,2367.3,1910.9,20000,1325.4,3095.6,18444,29716
0.10124,0.022366,1.4795e+08,2.2756,0.010483,0.32092,0.19234,0.69998,2.1752,0.18974,0.10066,0.3712,0.58534,0.58551,4.0342,0.012855,746.16,4998.9,16330,2491.4,527.71,16850,29720
0.088761,0.012488,1.2491e+08,1.3604,0.010927,0.38049,0.47146,0.7,2.1769,0.33699,0.10633,0.49646,0.0058509,0.63748,5.0219,0.55356,2624.5,2182.5,15675,947.99,3023.9,16033,29774
0.088761,0.012488,1.2491e+08,1.3604,0.010927,0.38049,0.47146,0.7,2.1769,0.33699,0.10633,0.49646,0.0058509,0.63748,5.0219,0.55356,2624.5,2182.5,15675,947.99,3023.9,16033,29774
0.088761,0.012488,1.2491e+08,1.3604,0.010927,0.38049,0.47146,0.7,2.1769,0.33699,0.10633,0.49646,0.0058509,0.63748,5.0219,0.55356,2624.5,2182.5,15675,947.99,3023.9,16033,29774
0.19412,0.11977,1.1368e+08,1.5147,0.011351,0.75761,0.22016,0.69999,2.1773,0.13484,0.43582,0.47371,0.96156,0.96157,4.8479,0.52456,4371,4245,15304,4999.7,810.32,7188.7,29777
